tidak_baku,kata_baku
main2,main-main
lanjutkaaaaan,lanjutkan
hiduppp,hidup
ncek,encek
majuuu,maju
teruuss,terus
kdg2,kadang-kadang
looohh,loh
yg,yang
udah,sudah
sebelumbya,sebelumnya
tp,tapi
yg,yang
bener2,benar-benar
dg,dengan
ajah,saja
keles,kali
dr,dari
tp,tapi
tunjukin,tunjukkan
kya,kaya
"tahun""",tahun-tahun
jkt,jakarta
koment,komentar
ksh,kasih
k,ke
koment,komentar
sya,saya
nyampein,menyampaikan
sya,saya
nyampein,menyampaikan
bkn,bukan
jgn,jangan
nyari,mencari
msh,masih
dlm,dalam
hokiii,hoki
y,ya
gk,tidak
naksir,menaksir
iyah,iya
naksir,menaksir
"bangt""",banget-banget
cntik,cantik
bgt,banget
kk,kakak
k,kak
liat,lihat
liat,lihat
ntar,entar
naksir,menaksir
tw,tau
nafkahin,menafkahi
km,kamu
dlu,dulu
ngitem,menghitam
banyaaaak,banyak
"sama""",sama-sama
gx,tidak
lhat,lihat
ja,saja
naksir,menaksir
cantika,cantik
bgt,banget
klau,kalau
naksir,menaksir
kmu,kamu
cwek,cewek
ak,aku
laki2,laki-laki
udh,sudah
duhh,duh
kngen,kangen
fillm,film
dr,dari
emg,memang
udh,sudah
lbh,lebih
sinet,sinetron
jendral,jenderal
nanya,tanya
maenya,mainnya
sinet,sinetron
cantiks,cantik
wktu,waktu
pilm,film
yaa,ya
taon,tahun
klau,kalau
nd,indak
slah,salah
"nangis""",menangis-nangis
ortu,orang tua
beliin,belikan
ituu,itu
donk,dong
dr,dari
bgtt,banget
lgsg,langsung
aja,saja
cini,sini
jaaangan,jangan
uda,sudah
nambah,bertambah
naek,naik
terimaksih,terima kasih
saranin,menyarankan
pake,pakai
inii,ini
kaannnn,kan
tidakkkk,tidak
kemuh,kamu
da,sudah
keren2,keren-keren
gak,tidak
nyangka,menyangka
sempet,sempat
sby,surabaya
aq,aku
ga,tidak
y,ya
aq,aku
nonton,menonton
tgl,tanggal
pinginnn,pengin
buanget,banget
ketemuuu,ketemu
ampe,sampai
kebawa,terbawa
mimpiii,mimpi
pengen,pengin
ketemuuu,ketemu
wanjerrr,anjir
satupunn,satupun
motret,memotret
kapan2,kapan-kapan
temen2,teman-teman
msh,masih
donk,dong
lapakk,lapak
nyeniii,menyeni
bget,banget
ngeselin,mengesalkan
ad,ada
yg,yang
ga,tidak
seeh,sih
ttg,tentang
abis,habis
deuhh,duh
b2an,berduaan
dihargain,dihargai
"engga""",tidak-tidak
pdhl,padahal
udh,sudah
pcrn,pacaran
tahun2,tahun-tahun
tp,tapi
gk,tidak
yha,ya
lebayy,lebay
kya,kaya
gilsss,gila
baek,baik
baper,bawa perasaan
dech,deh
udh,sudah
bgt,banget
nganbek,mengambek
sukaa,suka
enk,enak
njir,anjir
kek,kayak
gini,begini
tp,tapi
mendam,memendam
gpp,tidak apa-apa
la,lah
dr,dari
maen,main
manta,mantan
gituuu,begitu
yaaa,ya
ihh,ih
ga,tidak
relaaaa,rela
kmrn,kemarin
gtu,begitu
kyak,kayak
gni,begini
bgun,bangun
cntik,cantik
lg,lagi
tdur,tidur
cntk,cantik
kt,kita
pengen,pengin
bgt,banget
knl,kenal
anugrah,anugerah
slm,salam
knl,kenal
pakek,pakai
uda,sudah
kliatan,kelihatan
km,kamu
yg,yang
gak,tidak
lbih,lebih
klu,kalau
awoohhh,allah
cantiikk,cantik
bngett,banget
kli,kali
kya,kaya
gt,begitu
kk,kakak
sbbyak,sebanyak
apun,apapun
indo,indonesia
tetep,tetap
nyangkutnya,menyangkutnya
yg,yang
untk,untuk
kk,kakak
sihh,sih
kk,kakak
gk,tidak
kliatan,kelihatan
org,orang
ampunnnnn,ampun
bgt,banget
kmu,kamu
hy,hai
hy,hai
hy,hai
cantikkk,cantik
wadaaw,waduh
paraah,parah
org,orang
aj,saja
cntk,cantik
kk,kakak
donk,dong
sampw,sampai
pengen,pengin
ngeliat,melihat
dijelekin,dijelekkan
dlu,dulu
napa,kenapa
ttp,tetap
bntu,bantu
azeeeek,asik
kalii,kali
ntikk,cantik
uhh,uh
mayan,lumayan
mnisss,manis
gtu,begitu
tambahim,tambahkan
tambahin,tambahkan
bngt,banget
bgt,banget
klo,kalau
pake,pakai
"bener""",benar-benar
klo,kalau
make,memakai
klo,kalau
dg,dengan
org,orang
yg,yang
gilaaaa,gila
canttikkk,cantik
baanggeettt,banget
ap,apa
siiihh,sih
krpoooo,kepo
pengn,pengin
gni,begini
nyusul,menyusul
nyok,yuk
kk,kakak
gni,begini
dekkk,dek
g,tidak
da,ada
yg,yang
mw,mau
kk,kakak
baper,bawa perasaan
bgt,banget
ngiri,mengiri
mmang,memang
ga,tidak
nentuin,menentukan
smoga,semoga
mnjmput,menjemput
yg,yang
kk,kakak
ygs,sayang
bgt,banget
liat,lihat
dahh,sudah
jan,jangan
mblooo,jomblo
pengen,pengin
bs,bisa
ber'expresi,berekspresi
bgtu,begitu
tw,tau
ni,ini
jdulnya,judulnya
ap,apa
ciumman,ciuman
aurot,aurat
laginy,laginya
ga,tidak
yg,yang
nyaaaaaaaaaaaaa,nya
alkhamdulilah,alhamdulillah
ktnya,katanya
selaluu,selalu
anjirrr,anjir
ngeh,engah
amen,amin
bs,bisa
kliatan,kelihatan
mngkin,mungkin
qm,kamu
aamiin,amin
udh,sudah
ngomong,mengomong
kmrn,kemarin
klo,kalau
liatnya,lihatnya
udh,sudah
sm,sama
indo,indonesia
nahhh,nah
bener,benar
gak,tidak
yah,ya
ngmngnya,mengomongnya
trs,terus
yg,yang
benar2,benar-benar
orang2,orang-orang
yg,yang
sampai2,sampai-sampai
hal2,hal-hal
krn,karena
komunitas2,komunitas-komunitas
utk,untuk
mw,mau
gak,tidak
gak,tidak
fotony,fotonya
halllo,halo
sma,sama
ngiritya,mengiritnya
hematt,hemat
cocokk,cocok
dr,dari
gw,gue
lg,lagi
ciyeeee,cie
ni,nih
yeeee,ya
kk,kakak
gak,tidak
aq,aku
nget,banget
kususnya,khususnya
krm,kirim
sam,sama
ajaaahhhhh,saja
syediiihhh,sedih
akuuu,aku
gx,tidak
ngerti,mengerti
malangg,malang
belooomm,belum
blm,belum
kn,kan
blom,belum
bingit,banget
d,di
donk,dong
donk,dong
yaakk,ya
yaaa,ya
nggk,tidak
kebukti,terbukti
anak2e,anak-anaknya
pgn,pengin
tuwanya,tuanya
gmn,bagaimana
comen2nya,komen-komennya
pedesssss,pedas
anak2mu,anak-anakmu
yg,yang
krn,karena
jelas2,jelas-jelas
skg,sekarang
sdh,sudah
kl,kalau
yg,yang
utk,untuk
anak2nya,anak-anaknya
nyebut2,menyebut-nyebut
anak2mu,anak-anakmu
yg,yang
plg,pulang
smbil,sambil
hellooooooo,halo
ngrebut,merebut
dri,dari
org,orang
mnjdi,menjadi
sprti,seperti
skg,sekarang
krna,karena
ngomong,mengomong
taek,tahi
gak,tidak
km,kamu
smga,semoga
bget,banget
hancurin,menghancurkan
rmh,rumah
lupain,melupakan
bangkret,bangkrut
ngmng,mengomong
taekk,tahi
lahhhhhh,lah
muna,munafik
kedokk,kedok
"mati""an",mati-matian
pda,pada
ga,tidak
bsa,bisa
aq,aku
nyimak,menyimak
komenx,komennya
serem2,seram-seram
"ngumpet""",mengumpet-ngumpet
bgt,banget
klo,kalau
km,kamu
lg,lagi
blim,belum
km,kamu
sekrang,sekarang
smpe,sampai
ngerebut,merebut
mnjijikaaaaaan,menjijikkan
astgfrlh,astagfirullah
knpa,kenapa
mba,mbak
bngt,banget
sahabatt,sahabat
bngt,banget
gnyngka,tidak menyangka
yaa,ya
yg,yang
kya,kaya
gtu,begitu
sendirir,sendiri
brengsekk,brengsek
gk,tidak
da,ada
g,tidak
prnh,pernah
tetep,tetap
mbg,mbak
gk,tidak
ngomentnya,mengomentarinya
ga,tidak
nusuk,menusuk
dr,dari
blg,bilang
dr,dari
skr,sekarang
dpotong,dipotong
helo,halo
blm,belum
dpotong,dipotong
kmrin,kemarin
krn,karena
ngmgin,mengomongkan
kw,kau
bilangg,bilang
yah,ya
kw,kau
dri,dari
dy,dia
ga,tidak
ngerebut,merebut
temen,teman
gkhianati,mengkhianati
kpd,kepada
hdup,hidup
krn,karena
sdh,sudah
hdup,hidup
dg,dengan
skr,sekarang
hr,hari
sp,siapa
pljaran,pelajaran
utk,untuk
org,orang
spy,supaya
tdk,tidak
mngikuti,mengikuti
klkuan,kelakuan
spy,supaya
tdk,tidak
anak2nya,anak-anaknya
tdk,tidak
dibikin2,dibikin-bikin
trus,terus
gimana,bagaimana
nnt,nanti
ngurusin,mengurusi
cew,cewek
cow,cowok
sm,sama
aja,saja
kasiannn,kasihan
bgt,banget
bnyak,banyak
mgkin,mungkin
dr,dari
cocokkkk,cocok
syekaliii,sekali
ngelihat,melihat
smoga,semoga
hgga,hingga
ngiri,mengiri
makasih,terima kasih
makasih,terima kasih
ayoo,ayo
seneng,senang
kaka,kakak
jd,jadi
pengen,pengin
namain,menamai
ank,anak
bangett,banget
yaaa,ya
cieeeee,cie
bgt,banget
sholihah,salihah
bangett,banget
adeuh,aduh
bgt,banget
nantiii,nanti
aamiin,amin
halahh,alah
luu,lu
leh,boleh
uga,juga
yuuks,yuk
ayooo,ayo
ka,kak
yoo,ayo
ginian,beginian
judulnyaa,judulnya
ape,apa
nihh,nih
ko,kok
ngikutin,mengikuti
gk,tidak
klo,kalau
mauuu,mau
inii,ini
bnyak,banyak
ato,atau
ayoookkkkkk,ayo
bgt,banget
y,ya
yaaa,ya
pengen,pengin
yg,yang
mb,mbak
klo,kalau
cwek,cewek
namax,namanya
klo,kalau
cwo,cowok
artix,artinya
klo,kalau
cwek,cewek
namax,namanya
klo,kalau
cwo,cowok
namax,namanya
cewe,cewek
cowo,cowok
klo,kalau
lt,lantai
cewe,cewek
tambahin,tambahkan
"nama""",nama-nama
mba,mbak
smg,semoga
sll,selalu
cowo,cowok
cewe,cewek
aja,saja
klo,kalau
cwe,cewek
serem,seram
serem,seram
bgt,banget
yg,yang
masing2,masing-masing
elu,lu
udah,sudah
aja,saja
ngapain,mengapai
kepoin,mengepoi
keluarin,mengeluarkan
gajelas,tidak jelas
yg,yang
mbak2,mbak-mbak
yg,yang
pedes,pedas
smua,semua
komentnya,komentarnya
gk,tidak
uda,sudah
ny,nya
omongin,mengomongkan
gk,tidak
anak2nya,anak-anaknya
ngalirrrrr,mengalir
krn,karena
udh,sudah
sbr,sabar
yg,yang
g,tidak
gmn,bagaimana
g,tidak
ad,ada
idup,hidup
sma,sama
mrk,mereka
tp,tapi
nmbah,bertambah
terossss,terus
gpp,tidak apa-apa
ngehujat,menghujat
dosaa,dosa
ngebela,membela
mmg,memang
seindonesiyah,seindonesia
tp,tapi
ank,anak
tdk,tidak
orgtuanya,orang tuanya
jd,jadi
jgn,jangan
anknya,anaknya
kmu,kamu
seh,sih
kyk,kayak
yg,yang
ksh,kasih
aja,saja
udh,sudah
senyumin,senyumi
gw,gue
mh,mah
liat,lihat
slalu,selalu
cpt,cepat
dapet,dapat
yg,yang
segala2nya,segala-galanya
ngalir,mengalir
yaa,ya
ngrusak,merusak
anak2nya,anak-anaknya
aja,saja
ngalir,mengalir
org,orang
px,punya
kslhn,kesalahan
skrngnya,sekarangnya
udh,sudah
lbh,lebih
knp,kenapa
engga,tidak
emang,memang
g,tidak
ga,tidak
kalik,kali
ak,aku
mba,mbak
yg,yang
lbh,lebih
yah,ya
g,tidak
bilangin,bilang
yg,yang
g,tidak
nyambungin,menyambung
yg,yang
d,di
uda,sudah
yg,yang
sllu,selalu
org,orang
tu,itu
scra,secara
g,tidak
nggali,menggali
org,orang
yg,yang
g,tidak
g,tidak
yg,yang
cmpur,campur
y,ya
gk,tidak
elo,lo
utk,untuk
jg,juga
dgr,dengar
elo,lo
gk,tidak
y,ya
gak,tidak
gitu,begitu
aja,saja
kurng,kurang
kepoin,mengepoi
sampe,sampai
nangis,menangis
bnget,banget
nangiiiiis,menangis
nangiiis,menangis
kasian,kasihan
ngomentarin,mengomentari
org,orang
aja,saja
org,orang
udh,sudah
idupnya,hidupnya
ortunya,orang tuanya
gk,tidak
woey,woy
bloghhh,goblok
org2,orang-orang
yg,yang
ngomongin,mengomongkan
nyimak,menyimak
doank,doang
lbh,lebih
orang2,orang-orang
orang2,orang-orang
nangis,menangis
"abal""",abal-abal
kasian,kasihan
dikata2in,dikata-katai
bnyk,banyak
yg,yang
ngehina,menghina
gmna,bagaimana
smoga,semoga
jd,jadi
yg,yang
bs,bisa
jd,jadi
kebanggan,kebanggaan
udah,sudah
ngaca,mengaca
donk,dong
jg,juga
dah,sudah
jngn,jangan
klo,kalau
gimana,bagaimana
mnjawab,menjawab
woooiiiiiiii,woy
dosaaaaaaaaaa,dosa
ingt,ingat
karmaaa,karma
woooiiiii,woy
yg,yang
yg,yang
ngkkkkkk,mengakak
yg,yang
ad,ada
makny,maknya
orng,orang
wdooohhh,waduh
ank,anak
ap,apa
y,ya
kasihn,kasihan
bru,baru
lhirr,lahir
dpt,dapat
hujatann,hujatan
palgi,apalagi
kl,kalau
dh,dah
yaa,ya
wihhh,wih
kakakkk,kakak
bgt,banget
bagusss,bagus
bangat,banget
yah,ya
yuuk,yuk
yaa,ya
bgt,banget
jt,juta
ngets,banget
stp,setiap
penbelian,pembelian
cuaantik,cantik
sukakkk,suka
bgt,banget
m,sama
pingin,pengin
yg,yang
jgn,jangan
yak,ya
yaa,ya
cucokkk,cocok
bngettt,banget
bkin,bikin
lyt,lihat
expresi,ekspresi
natap,menatap
gilaaa,gila
bgt,banget
gk,tidak
ccok,cocok
helloo,halo
yg,yang
emang,memang
mh,mah
udah,sudah
dripada,daripada
sama2,sama-sama
difotoin,difoto
mreka,mereka
psangan,pasangan
yg,yang
skali,sekali
knp,kenapa
bgttt,banget
cakepp,cakep
ngiriii,mengiri
coxok,cocok
bgt,banget
buatin,buatkan
lg,lagi
napa,kenapa
yahhh,ya
binggo,banget
yng,yang
udah,sudah
liat,lihat
nihhh,nih
statusx,statusnya
cem,macam
yee,ya
klo,kalau
cntik,cantik
bgt,banget
bgt,banget
kaka,kakak
y,ya
ngikutin,mengikuti
ngikutin,mengikuti
cewe,cewek
aja,saja
sm,sama
sunggu,sungguh
udh,sudah
lagiii,lagi
denger,dengar
ammiiin,amin
haddeh,aduh
km,kamu
maaasss,mas
klo,kalau
ngomong,mengomong
nggak,tidak
bgt,banget
segerrrr,segar
ilang,hilang
kemn,kemana
y,ya
g,tidak
suipit,sipit
y,ya
ngomong,mengomong
aj,saja
gk,tidak
"sama""",sama-sama
sipiit,sipit
ga,tidak
kedengeran,kedengaran
akn,akan
slalu,selalu
smua,semua
yg,yang
kaka,kakak
semangaatt,semangat
trus,terus
yaah,ya
promil,program hamil
krn,karena
tdk,tidak
lancr,lancar
keputihn,keputihan
gratisss,gratis
km,kami
aamiin,amin
yaa,ya
kebayang,terbayang
dr,dari
aamiin,amin
"mdh""",mudah-mudah
qt,kita
bz,bisa
amiinn,amin
liatnya,lihatnya
kk,kakak
aamiin,amin
amiennn,amien
aamiin,amin
aminnn,amin
amiin,amin
amiin,amin
ammin,amin
amiin,amin
amiin,amin
amiin,amin
smg,semoga
mendapatkn,mendapatkan
yg,yang
aminn,amin
aamiin,amin
yaa,ya
yg,yang
laki2,laki-laki
yg,yang
nihh,nih
nonton,menonton
sampe,sampai
lucuuuk,lucu
jg,juga
yaaa,ya
yaa,ya
gw,gue
amaattt,amat
namain,menamai
aje,saja
yaoloh,yaallah
guee,gue
emang,memang
nambah,bertambah
klo,kalau
ngerayain,merayakan
nambah,bertambah
nambah,bertambah
sotoy,sok tau
yaoloh,yaallah
njir,anjir
liat,lihat
ny,nya
yok,yuk
buatin,membuat
gini,begini
kpn,kapan
d.bikinin,dibikin
kya,kaya
gini,begini
yah,ya
mmz,mas
bikinin,bikin
bapeeeer,bawa perasaan
ngiri,mengiri
yg,yang
lahh,lah
bs,bisa
bikinin,membikin
yah,ya
baperr,bawa perasaan
keliatannya,kelihatannya
udah,sudah
keliatannya,kelihatannya
ilang,hilang
tetep,tetap
siih,sih
udah,sudah
gak,tidak
duluuu,dulu
diginiin,dibeginikan
nnti,nanti
yaa,ya
hadeehh,aduh
org,orang
pu,punya
suamiiiii,suami
sj,saja
tp,tapi
kliatan,kelihatan
krenn,keren
yg,yang
gw,gue
blg,bilang
kebykan,kebanyakan
pake,pakai
aja,saja
keles,kali
bnyak,banyak
aja,saja
tingal,tinggal
pernikahn,pernikahan
ga,tidak
ngtain,mengatai
da,ada
macem,macam
orang2,orang-orang
nggak,tidak
bgt,banget
klo,kalau
bagusnyeee,bagusnya
bgtt,banget
kemaren,kemarin
yg,yang
yg,yang
yank,sayang
hmpir,hampir
kyak,kayak
ama,sama
dehh,deh
liatnyaaa,lihatnya
waw,wow
mbuh,embuh
bsk,besok
nyari,mencari
yg,yang
aja,saja
yg,yang
jdi,jadi
udh,sudah
sya,saya
baper,bawa perasaan
yaah,ya
waaa,wah
kereenn,keren
berbiiiiiihhh,barbie
canteek,cantik
yahh,ya
gini,begini
aminnnn,amin
aja,saja
udah,sudah
engga,tidak
kebayang,terbayang
gmna,bagaimana
teru,terus
nyatok,mencatok
nyampenya,sampainya
yg,yang
goncengin,boncengkan
blm,belum
kasi,kasih
mba,mbak
mba,mbak
bgt,banget
dianterin,diantar
gebleg,geblek
gw,gue
dianterin,diantarkan
udh,sudah
bosen,bosan
anterin,antar
ama,sama
gw,gue
pengen,pengin
engga,tidak
aja,saja
yg,yang
ngantar,mengantar
nganterin,mengantarkan
nangis,menangis
mz,mas
emg,memang
nerima,menerima
ati2,hati-hati
ntar,entar
diapa2in,diapa-apai
lgi,lagi
beneran,benaran
gak,tidak
yeuh,ya
ga,tidak
dianterin,diantar
kmn,kemana
anterin,antarkan
gak,tidak
kmu,kamu
dianter,diantar
disupirin,disopiri
anterin,antarkan
yg,yang
yg,yang
yg,yang
yg,yang
klo,kalau
bgt,banget
aj,saja
lbh,lebih
trs,terus
jidad,jidat
lbh,lebih
yg,yang
lbh,lebih
yg,yang
lbh,lebih
jangan2,jangan-jangan
yg,yang
yg,yang
yg,yang
yg,yang
ga,tidak
yg,yang
ciee,cie
yg,yang
bln,bulan
novembr,november
yaa,ya
ka,kak
smga,semoga
smpe,sampai
hri,hari
yg,yang
donk,dong
bedain,membedakan
yg,yang
genduut,gendut
ka,kak
yg,yang
yg,yang
ehhh,eh
smua,semua
gak,tidak
yaa,ya
kl,kalau
yg,yang
g,tidak
bertatto,bertato
brrt,berarti
ak,aku
yg,yang
yg,yang
kana,kanan
yg,yang
yg,yang
dtg,datang
doong,dong
yg,yang
bedain,membedakan
yg,yang
yg,yang
yg,yang
sbelah,sebelah
cew,cewek
it,itu
yg,yang
sblah,sebelah
yg,yang
keliatan,kelihatan
yg,yang
tauuu,tau
yg,yang
yg,yang
yg,yang
tengaj,tengah
yg,yang
yg,yang
ka,kak
org,orang
kn,kan
ps,pas
jg,juga
liat,lihat
kk,kakak
dri,dari
k,kak
kn,kan
yg,yang
ad,ada
yg,yang
pke,pakai
kk,kakak
y,ya
yg,yang
gmpg,gampang
bgt,banget
yg,yang
yg,yang
engk,tidak
br,baru
yg,yang
gk,tidak
dr,dari
ak,aku
apal,hapal
dak,indak
ni,ini
rupa2nya,rupa-rupanya
kembaq,kembar
yg,yang
yg,yang
yg,yang
yg,yang
bngt,banget
yg,yang
tngh,tengah
yg,yang
klw,kalau
mknya,makanya
sdkit,sedikit
kyk,kayak
prmpuan,perempuan
yg,yang
pcarny,pacarnya
yg,yang
ketuker,tertukar
gmana,bagaimana
udah,sudah
yg,yang
tu,itu
yg,yang
yg,yang
drimnanya,darimananya
bgt,banget
cntikan,cantikan
gak,tidak
edaaaan,edan
mw,mau
dgn,dengan
dgn,dengan
yg,yang
bngt,banget
syp,siapa
yg,yang
bcnda,bercanda
cantiiik,cantik
ahhh,ah
uhhh,uh
bazengg,bajingan
haiii,hai
bangat,banget
bosaan,bosan
gitu2,begitu-gitu
udah,sudah
pake,pakai
kmana2,kemana-mana
gak,tidak
yuuk,yuk
miripp,mirip
kk,kakak
kyk,kayak
bnget,banget
lg,lagi
kl,kalau
adlh,adalah
dlm,dalam
hrsnya,harusnya
sdh,sudah
krn,karena
bhw,bahwa
yg,yang
bkn,bukan
yg,yang
sdg,sedang
org,orang
yg,yang
yg,yang
jd,jadi
tdk,tidak
krn,karena
gmn,bagaimana
kl,kalau
dgn,dengan
sdh,sudah
ksh,kasih
utk,untuk
kl,kalau
pdhl,padahal
lg,lagi
jd,jadi
dgn,dengan
komentar2,komentar-komentar
yg,yang
kenyataan2,kenyataan-kenyataan
yg,yang
silahkan,silakan
yg,yang
sbg,sebagai
dtg,datang
lwt,lewat
yg,yang
krn,karena
yg,yang
yg,yang
yg,yang
sy,saya
dlm,dalam
sdh,sudah
jd,jadi
sy,saya
spt,seperti
yg,yang
mba,mbak
yg,yang
sy,saya
yg,yang
jd,jadi
sy,saya
tp,tapi
sj,saja
tdk,tidak
sy,saya
krn,karena
sy,saya
sdh,sudah
yg,yang
utk,untuk
jg,juga
sdh,sudah
blg,bilang
org2,orang-orang
dr,dari
gw,gue
blg,bilang
sukur2,sukur-sukur
yg,yang
dpt,dapat
dr,dari
tp,tapi
bener,benar
yg,yang
mba,mbak
dlm,dalam
mba,mbak
aamiin,amin
lg,lagi
gw,gue
ksh,kasih
yg,yang
jg,juga
baek2,baik-baik
hati2,hati-hati
sma,sama
yg,yang
smua,semua
sma,sama
cma,cuma
yg,yang
gak,tidak
nasehatin,menasihati
blm,belum
jg,juga
dgn,dengan
jgn,jangan
krna,karena
hnya,hanya
km,kamu
yg,yang
bener,benar
yaa,ya
jgn,jangan
sama2,sama-sama
dgn,dengan
yg,yang
yg,yang
kl,kalau
utk,untuk
beda2,beda-beda
jgn,jangan
km,kamu
dgn,dengan
berbeda2,berbeda-beda
skrg,sekarang
yg,yang
bkn,bukan
yg,yang
silahkan,silakan
lg,lagi
dgn,dengan
dgn,dengan
yg,yang
dibkatakan,dikatakan
yg,yang
bhw,bahwa
mrk,mereka
yg,yang
doonk,dong
yg,yang
yg,yang
dgn,dengan
ngaku,mengaku
pengikuy,pengikut
tp,tapi
ngmngin,mengomongkan
dr,dari
yg,yang
dmn,dimana
tuch,tuh
u,untuk
org,orang
yg,yang
ngmngin,mengomongkan
gak,tidak
dr,dari
gak,tidak
jgn,jangan
dapet,dapat
sblmnya,sebelumnya
mba,mbak
maksd,maksud
bner,benar
tp,tapi
dr,dari
yg,yang
masing2,masing-masing
adkah,adakah
yg,yang
menbelah,membelah
yg,yang
karna,karena
mba,mbak
ayuk,ayo
yg,yang
mngira,mengira
bertolernsi,bertoleransi
slahkan,salahkan
krna,karena
tolernsi,toleransi
aminn,amin
yg,yang
tdk,tidak
tu,itu
tdk,tidak
yg,yang
dgn,dengan
dgn,dengan
yg,yang
yg,yang
tdk,tidak
yg,yang
skrang,sekarang
sbnarnya,sebenarnya
ingi,ingin
dlm,dalam
dah,deh
oalaaaa,walah
menjelekan,menjelekkan
hadeuuh,aduh
ngomong,mengomong
aja,saja
dikemanain,dikemanakan
pake,pakai
aja,saja
gk,tidak
yg,yang
aneh2,aneh-aneh
km,kamu
gmn,bagaimana
ngak,tidak
yg,yang
ato,atau
yg,yang
jg,juga
trus,terus
jg,juga
bpknya,bapaknya
yg,yang
dgn,dengan
jd,jadi
yg,yang
yg,yang
yg,yang
yg,yang
yg,yang
adlh,adalah
dlm,dalam
tdk,tidak
baca2,baca-baca
ga,tidak
yg,yang
dgn,dengan
lbh,lebih
hrsnya,harusnya
jwb,jawab
sy,saya
dgn,dengan
bkn,bukan
tp,tapi
tdk,tidak
sy,saya
yg,yang
mrk,mereka
yg,yang
gk,tidak
mrk,mereka
adlh,adalah
bkn,bukan
cm,cuma
tp,tapi
jg,juga
org,orang
bs,bisa
kl,kalau
tdk,tidak
tdk,tidak
lbh,lebih
dgn,dengan
tdk,tidak
yg,yang
mba,mbak
tp,tapi
komen2,komen-komen
yg,yang
dgn,dengan
berbeda2,berbeda-beda
pdhl,padahal
dlm,dalam
yg,yang
adlh,adalah
adlh,adalah
yg,yang
kpd,kepada
tdk,tidak
sbg,sebagai
utk,untuk
dr,dari
ga,tidak
yg,yang
sebelum2nya,sebelum-sebelumnya
sbagai,sebagai
masing2,masing-masing
amiin,amin
sedihh,sedih
ka,kak
kangennnn,kangen
smga,semoga
d,di
gndakan,gandakan
kk,kakak
kangeeeeeeeenya,kangen
sm,sama
k,kak
bgt,banget
yg,yang
kngen,kangen
bgtt,banget
sma,sama
gaa,tidak
akn,akan
yg,yang
ganti'kn,menggantikan
smg,semoga
tnang,tenang
amiiiiiiiiiiiiiiiiin,amin
sma,sama
kangennnn,kangen
kgeeeen,kangen
kangeenn,kangen
kangennn,kangen
bangeeeet,banget
smoga,semoga
tnang,tenang
kgn,kangen
hdup,hidup
g,tidak
bsok,besok
hbis,habis
mti,mati
g,tidak
bngetttt,banget
kangeen,kangen
bgect,banget
bangat,banget
dgn,dengan
ama,sama
yah,ya
ajah,saja
aja,saja
ajah,saja
fto,foto
ni,ini
"kebaikan""y",kebaikannya
d,di
trima,terima
smoga,semoga
jg,juga
d,di
dssi,disisi
kngenn,kangen
bngett,banget
kebayang,terbayang
yg,yang
yg,yang
kangeeeeennn,kangen
pengen,pengin
dgr,dengar
lagii,lagi
dasyat,dahsyat
ngak,tidak
karna,karena
ngak,tidak
ni,nih
aer,air
bgni,begini
kk,kakak
sya,saya
pake,pakai
skalii,sekali
kngen,kangen
kk,kakak
ama,sama
org,orang
yg,yang
spt,seperti
alm,almarhum
gg,tidak
dtinggl,ditinggal
kk,kakak
terbaiiikkkkk,terbaik
murahhh,murah
pecahhg,pecah
ihh,ih
skrang,sekarang
yahh,ya
gini,begini
kaka,kakak
kakakgh,kakak
terbaeeeek,terbaik
bet,banget
pngen,pengin
emg,memang
prempuan,perempuan
pengen,pengin
udah,sudah
manteep,mantap
wihh,wih
gk,tidak
yg,yang
ngerii,ngeri
bangettt,banget
dehh,deh
makasih,terima kasih
yg,yang
nggeh,engah
indonesiaaa,indonesia
makasih,terima kasih
beneran,benaran
inia,ini
ap,apa
maluu,malu
sempet,sempat
karna,karena
gk,tidak
cobaaaa,coba
ngerii,ngeri
bangett,banget
dehhh,deh
gak,tidak
akn,akan
nyesel,menyesal
cepetan,cepatan
ga,tidak
nyesel,menyesal
udah,sudah
buktiin,membuktikan
yg,yang
ntapsss,mantap
njir,anjir
kamiiii,kami
yg,yang
bgttt,banget
sll,selalu
smangat,semangat
mb,mbak
bc,baca
makasih,terima kasih
byk,banyak
temen2,teman-teman
yg,yang
yaa,ya
byk,banyak
yg,yang
syg,sayang
aq,aku
qmu,kamu
aq,aku
jdi,jadi
tw,tau
gimana,bagaimana
sdkit2,sedikit-sedikit
tntg,tentang
penyakitny,penyakitnya
gak,tidak
da,ada
yg,yang
gak,tidak
